pilot_id,stratum,unicode,char,codepoint,catalog_offset,worksheet_row,catalog_scope,review_status,structure_evidence_status,source_grade,next_action,dictionary_source_count,has_origin_context,cihai_hit_count,wiki_hit_count,dictionary_review_status,wiki_review_status,feature_review_queue,evidence_role,pilot_reason,human_review_status,human_structure_label,human_decomposition,human_notes,editable_copy_notice
outside_8105_strong_dictionary_context_022,outside_8105_strong_dictionary_context,U+675A,杚,26458,31832,31834,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,1,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_023,outside_8105_strong_dictionary_context,U+6A7D,橽,27261,32325,32327,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,2,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_024,outside_8105_strong_dictionary_context,U+6D8F,涏,28047,37424,37426,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,2,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_025,outside_8105_strong_dictionary_context,U+7067,灧,28775,37886,37888,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_026,outside_8105_strong_dictionary_context,U+7341,獁,29505,43770,43772,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_027,outside_8105_strong_dictionary_context,U+7670,癰,30320,47520,47522,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_REVIEWABLE_CONTEXT_READY,cross_reference,human_review_source_context,2,True,0,0,,,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_028,outside_8105_strong_dictionary_context,U+7970,祰,31088,52171,52173,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,1,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_029,outside_8105_strong_dictionary_context,U+7C3D,簽,31805,55244,55246,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_REVIEWABLE_CONTEXT_READY,cross_reference,human_review_source_context,2,True,0,0,,,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_030,outside_8105_strong_dictionary_context,U+7E57,繗,32343,58049,58051,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,3,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_031,outside_8105_strong_dictionary_context,U+81E0,臠,33248,61808,61810,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_REVIEWABLE_CONTEXT_READY,cross_reference,human_review_source_context,2,True,0,0,,,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_032,outside_8105_strong_dictionary_context,U+8540,蕀,34112,64863,64865,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,3,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_033,outside_8105_strong_dictionary_context,U+87E9,蟩,34793,68534,68536,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,1,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_034,outside_8105_strong_dictionary_context,U+8A4B,詋,35403,72285,72287,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,1,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_035,outside_8105_strong_dictionary_context,U+8CB5,貵,36021,74499,74501,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,1,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_036,outside_8105_strong_dictionary_context,U+8F42,轂,36674,77563,77565,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_REVIEWABLE_CONTEXT_READY,cross_reference,human_review_source_context,2,True,0,0,,,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_037,outside_8105_strong_dictionary_context,U+9250,鉐,37456,81570,81572,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_PARTIAL_REVIEW_REQUIRED,cross_reference,repair_partial_structure_context,2,False,0,0,,,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_038,outside_8105_strong_dictionary_context,U+9444,鑄,37956,82059,82061,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_REVIEWABLE_CONTEXT_READY,cross_reference,human_review_source_context,2,True,0,0,,,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_039,outside_8105_strong_dictionary_context,U+97CF,韏,38863,87311,87313,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,1,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_040,outside_8105_strong_dictionary_context,U+9A11,騑,39441,90188,90190,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,3,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_041,outside_8105_strong_dictionary_context,U+9C50,鱐,40016,92797,92799,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,1,NO_DICTIONARY_REVIEW_HIT,WIKI_CROSS_REFERENCE_HIT,,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_042,outside_8105_strong_dictionary_context,U+9EF6,黶,40694,96430,96432,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,2,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_rule_learning_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_043,outside_8105_strong_dictionary_context,U+202DC,𠋜,131804,2214,2216,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_044,outside_8105_strong_dictionary_context,U+2064E,𠙎,132686,4317,4319,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_045,outside_8105_strong_dictionary_context,U+20908,𠤈,133384,5817,5819,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_046,outside_8105_strong_dictionary_context,U+20BC4,𠯄,134084,8257,8259,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_047,outside_8105_strong_dictionary_context,U+20FA6,𠾦,135078,9248,9250,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_048,outside_8105_strong_dictionary_context,U+21316,𡌖,135958,12031,12033,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_049,outside_8105_strong_dictionary_context,U+21676,𡙶,136822,13873,13875,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_050,outside_8105_strong_dictionary_context,U+219EB,𡧫,137707,16350,16352,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_051,outside_8105_strong_dictionary_context,U+21CFC,𡳼,138492,17761,17763,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_052,outside_8105_strong_dictionary_context,U+21FED,𡿭,139245,19573,19575,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_053,outside_8105_strong_dictionary_context,U+2225E,𢉞,139870,20869,20871,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_054,outside_8105_strong_dictionary_context,U+224D6,𢓖,140502,22217,22219,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_055,outside_8105_strong_dictionary_context,U+227A1,𢞡,141217,23823,23825,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_056,outside_8105_strong_dictionary_context,U+22A88,𢪈,141960,26389,26391,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_057,outside_8105_strong_dictionary_context,U+22E6F,𢹯,142959,27387,27389,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_058,outside_8105_strong_dictionary_context,U+23118,𣄘,143640,29330,29332,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_059,outside_8105_strong_dictionary_context,U+234DA,𣓚,144602,32771,32773,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_060,outside_8105_strong_dictionary_context,U+238CD,𣣍,145613,34781,34783,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_061,outside_8105_strong_dictionary_context,U+23B04,𣬄,146180,35907,35909,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_062,outside_8105_strong_dictionary_context,U+23E5D,𣹝,147037,38382,38384,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_063,outside_8105_strong_dictionary_context,U+24265,𤉥,148069,41085,41087,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_064,outside_8105_strong_dictionary_context,U+245FA,𤗺,148986,42955,42957,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_065,outside_8105_strong_dictionary_context,U+24864,𤡤,149604,44156,44158,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
outside_8105_strong_dictionary_context_066,outside_8105_strong_dictionary_context,U+24BE0,𤯠,150496,46453,46455,outside_8105_agent_candidate,OUTSIDE_8105_REVIEW_CONTEXT_AVAILABLE,STRUCTURE_DECOMPOSITION_SOURCE_GAP_WITH_REVIEW_CONTEXT,cross_reference_context,promote_or_reject_review_context_after_source_check,1,False,0,0,NO_DICTIONARY_REVIEW_HIT,NO_WIKI_CROSS_REFERENCE_HIT,agent_standard_extension_review_candidate,standard_aligned_review_candidate,outside-8105 row with dictionary/origin context for 8105-aligned rule transfer review,待审核,,,,PILOT_REVIEW_COPY_NOT_SOURCE_EVIDENCE
