char,unicode,standard_rank,block_reason,resolution_class,next_required_action,approved_radical,approved_strokes,approved_agent_structure,approved_agent_struct_type,source_model_presence,current_index_recoverable,decoded_current_index,decoded_ext,write_status,database_status
珕,U+73D5,6939,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1493,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
珝,U+73DD,6940,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1501,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫭼,U+2BB7C,6941,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
垾,U+57BE,6943,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,446,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
垺,U+57BA,6944,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,442,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
埆,U+57C6,6945,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,454,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
垿,U+57BF,6946,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,447,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
埌,U+57CC,6947,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,460,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
茝,U+831D,6950,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1309,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬜯,U+2C72F,6951,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鄀,U+9100,6952,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,768,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
莝,U+839D,6954,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1437,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䓖,U+44D6,6955,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
莙,U+8399,6956,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1433,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
栻,U+683B,6957,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,571,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬂩,U+2C0A9,6959,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
梠,U+68A0,6961,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,672,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
梴,U+68B4,6963,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,692,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
栒,U+6812,6964,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,530,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫠆,U+2B806,6967,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
砵,U+7835,6968,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,565,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
砠,U+7820,6969,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,544,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
砫,U+782B,6970,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,555,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
硁,U+7841,6972,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,577,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
翃,U+7FC3,6974,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,451,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郪,U+90EA,6975,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,746,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𨐈,U+28408,6976,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
辀,U+8F80,6977,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,384,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬌗,U+2C317,6979,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
剕,U+5255,6980,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1109,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
哢,U+54E2,6982,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1762,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
晅,U+6645,6983,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,69,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
晊,U+664A,6984,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,74,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
冔,U+5194,6988,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,916,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
晐,U+6650,6990,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,80,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
畖,U+7556,6992,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1878,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蚄,U+8684,6993,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,132,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
蚆,U+8686,6994,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,134,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫑡,U+2B461,6995,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
崁,U+5D01,6997,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1793,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
峿,U+5CFF,6998,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1791,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𪨶,U+2AA36,6999,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上中下,2,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
崄,U+5D04,7000,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1796,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
帨,U+5E28,7001,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,40,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
崀,U+5D00,7002,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1792,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬬸,U+2CB38,7004,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬬻,U+2CB3B,7006,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬬹,U+2CB39,7007,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬬿,U+2CB3F,7008,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬭁,U+2CB41,7009,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
甡,U+7521,7011,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1825,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
倴,U+5034,7014,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,564,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
倕,U+5015,7017,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,533,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫢸,U+2B8B8,7019,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
倓,U+5013,7020,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,531,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
倧,U+5027,7021,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,551,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
衃,U+8843,7022,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,579,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
舥,U+8225,7026,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1061,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
朓,U+6713,7031,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,275,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
虓,U+8653,7033,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,83,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
鱽,U+9C7D,7034,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1661,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
峱,U+5CF1,7036,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1777,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫗧,U+2B5E7,7039,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
勍,U+52CD,7040,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1229,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
羖,U+7F96,7045,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,406,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
羓,U+7F93,7046,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,403,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
烠,U+70E0,7049,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,736,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
烔,U+70D4,7050,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,724,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
烶,U+70F6,7051,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,758,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
烻,U+70FB,7052,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,763,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬊈,U+2C288,7053,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
涍,U+6D8D,7054,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1933,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
浡,U+6D61,7055,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1889,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
浭,U+6D6D,7056,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1901,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
浬,U+6D6C,7057,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1900,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
涄,U+6D84,7058,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1924,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
涢,U+6DA2,7059,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1954,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
涐,U+6D90,7060,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1936,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
浰,U+6D70,7061,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1904,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
浟,U+6D5F,7062,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1887,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
浛,U+6D5B,7063,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1883,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
浲,U+6D72,7065,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1906,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
涘,U+6D98,7066,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1944,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
悈,U+6088,7067,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,648,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
悢,U+60A2,7069,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,674,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬒈,U+2C488,7070,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上中下,2,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
宧,U+5BA7,7071,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1447,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
窊,U+7A8A,7073,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1162,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
窎,U+7A8E,7074,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1166,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
扅,U+6245,7075,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左上包,5,present,True,1093,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
袪,U+88AA,7077,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,682,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
袗,U+8897,7078,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,663,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
堲,U+5832,7082,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,562,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
疍,U+758D,7083,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1933,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𨺙,U+28E99,7084,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
陴,U+9674,7085,radical_resolution_blocked,requires_position_sensitive_radical_rule,阝 must be resolved as 阜 or 邑 by side/position evidence; current queue preserves the block until that rule is audited.,阝,10,左右,3,present,True,116,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
砮,U+782E,7087,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,558,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㛚,U+36DA,7088,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
翀,U+7FC0,7090,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,448,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
翂,U+7FC2,7091,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,450,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
剟,U+525F,7092,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1119,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬳿,U+2CCFF,7093,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫄨,U+2B128,7094,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
