row_id,character,unicode_codepoint,standard_rank,current_structure,current_decomposition,tool_structure,tool_struct_type,tool_decomposition,tool_top_level_parts,tool_status,authority_boundary,candidate_encoding_status,cnbe32_write_status,database_rebuild_status,review_status
8105_full_7160,畤,U+7564,7160,,,左右,3,⿰田寺,田 寺,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7161,𬱖,U+2CC56,7161,,,左右,3,⿰由页,由 页,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7164,蛃,U+86C3,7164,,,左右,3,⿰虫丙,虫 丙,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7165,蚲,U+86B2,7165,,,左右,3,⿰虫平,虫 平,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7166,𬟽,U+2C7FD,7166,,,左右,3,⿰虫东,虫 东,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7169,䎃,U+4383,7169,,,左右,3,⿰冉羽,冉 羽,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7171,崟,U+5D1F,7171,,,上下,1,⿱山金,山 金,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7174,崌,U+5D0C,7174,,,左右,3,⿰山居,山 居,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7175,崡,U+5D21,7175,,,左右,3,⿰山函,山 函,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7176,铏,U+94CF,7176,,,左右,3,⿰钅刑,钅 刑,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7177,𫓯,U+2B4EF,7177,,,左右,3,⿰钅圭,钅 圭,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7178,𫟹,U+2B7F9,7178,,,左右,3,⿰钅共,钅 共,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7180,𫟼,U+2B7FC,7180,,,左右,3,⿰钅达,钅 达,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7183,铚,U+94DA,7183,,,左右,3,⿰钅至,钅 至,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7187,牻,U+727B,7187,,,左右,3,⿰牛尨,牛 尨,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7191,笯,U+7B2F,7191,,,上下,1,⿱竹奴,竹 奴,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7192,偰,U+5070,7192,,,左右,3,⿰亻契,亻 契,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7193,偡,U+5061,7193,,,左右,3,⿰亻甚,亻 甚,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7195,偭,U+506D,7195,,,左右,3,⿰亻面,亻 面,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7196,偲,U+5072,7196,,,左右,3,⿰亻思,亻 思,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7197,偁,U+5041,7197,,,左右,3,⿰亻爯,亻 爯,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7198,㿠,U+3FE0,7198,,,左右,3,⿰白光,白 光,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7199,鄅,U+9105,7199,,,左右,3,⿰禹阝,禹 阝,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7200,偓,U+5053,7200,,,左右,3,⿰亻屋,亻 屋,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7201,徛,U+5F9B,7201,,,左右,3,⿰彳奇,彳 奇,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7202,衒,U+8852,7202,,,左中右,4,⿲彳玄亍,彳 玄 亍,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7205,鸼,U+9E3C,7205,,,左右,3,⿰舟鸟,舟 鸟,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7206,悆,U+6086,7206,,,上下,1,⿱余心,余 心,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7207,鄃,U+9103,7207,,,左右,3,⿰俞阝,俞 阝,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7208,瓻,U+74FB,7208,,,左右,3,⿰希瓦,希 瓦,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7209,䝙,U+4759,7209,,,左右,3,⿰豸区,豸 区,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7212,脟,U+811F,7212,,,左右,3,⿰月寽,月 寽,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7213,䏲,U+43F2,7213,,,左右,3,⿰月弟,月 弟,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7214,鱾,U+9C7E,7214,,,左右,3,⿰鱼己,鱼 己,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7217,猄,U+7304,7217,,,左右,3,⿰犭京,犭 京,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7219,𠅤,U+20164,7219,,,上下,1,⿱亠思,亠 思,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7220,庱,U+5EB1,7220,,,左上包,5,⿸广夌,广 夌,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7221,庼,U+5EBC,7221,,,左上包,5,⿸广顷,广 顷,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7223,痓,U+75D3,7223,,,左上包,5,⿸疒至,疒 至,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7224,䴔,U+4D14,7224,,,左右,3,⿰交鸟,交 鸟,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7225,竫,U+7AEB,7225,,,左右,3,⿰立争,立 争,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7230,焆,U+7106,7230,,,左右,3,⿰火肙,火 肙,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7231,烺,U+70FA,7231,,,左右,3,⿰火良,火 良,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7233,淏,U+6DCF,7233,,,左右,3,⿰氵昊,氵 昊,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7234,𬇹,U+2C1F9,7234,,,左右,3,⿰氵国,氵 国,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7235,淟,U+6DDF,7235,,,左右,3,⿰氵典,氵 典,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7236,淜,U+6DDC,7236,,,左右,3,⿰氵朋,氵 朋,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7237,淴,U+6DF4,7237,,,左右,3,⿰氵忽,氵 忽,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7240,涴,U+6DB4,7240,,,左右,3,⿰氵宛,氵 宛,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7241,𬍡,U+2C361,7241,,,上下,1,⿱汤玉,汤 玉,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7242,㥄,U+3944,7242,,,左右,3,⿰忄夌,忄 夌,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7244,惔,U+60D4,7244,,,左右,3,⿰忄炎,忄 炎,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7245,悰,U+60B0,7245,,,左右,3,⿰忄宗,忄 宗,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7247,寁,U+5BC1,7247,,,上下,1,⿱宀疌,宀 疌,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7249,𬤇,U+2C907,7249,,,左右,3,⿰讠垔,讠 垔,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7250,𫍯,U+2B36F,7250,,,左右,3,⿰讠咸,讠 咸,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7252,裈,U+88C8,7252,,,左右,3,⿰衤军,衤 军,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7253,祲,U+7972,7253,,,左右,3,⿰礻𠬶,礻 𠬶,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7254,𬤊,U+2C90A,7254,,,左右,3,⿰讠是,讠 是,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7255,𫍲,U+2B372,7255,,,左右,3,⿰讠叟,讠 叟,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7256,谞,U+8C1E,7256,,,左右,3,⿰讠胥,讠 胥,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7258,弸,U+5F38,7258,,,左右,3,⿰弓朋,弓 朋,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7259,弶,U+5F36,7259,,,左右,3,⿰弓京,弓 京,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7260,𬯎,U+2CBCE,7260,,,左右,3,⿰阝贵,阝 贵,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7261,隃,U+9683,7261,,,左右,3,⿰阝俞,阝 俞,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7262,婞,U+5A5E,7262,,,左右,3,⿰女幸,女 幸,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
8105_full_7263,娵,U+5A35,7263,,,左右,3,⿰女取,女 取,TOOL_FILLS_CURRENT_GAP_REVIEW_REQUIRED,USER_SUPPLIED_PROGRAM_AGENT_REFERENCE_NOT_NATIONAL_STANDARD,AGENT_STRUCTURE_CODE_CANDIDATE_REVIEW_REQUIRED,NO_CNBE32_WRITE,NO_DATABASE_REBUILD,HUMAN_REVIEW_REQUIRED
