external_review_id,query_char,query_unicode,candidate_char,candidate_unicode,relation_type,relation_claim_to_verify,later_masked_cnbe_field,source_document,source_locator,source_grade,unicode_identity_status,external_relation_label,external_source_confirmation,external_reviewer_id,external_review_decision,external_review_notes,external_packet_notice
P1_EXT_001,鬈,U+9B08,鬓,U+9B13,shared_radical_component,radical=髟,radix,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_6312;candidate=8105_full_3473,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_304,殃,U+6B83,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1461;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_305,奈,U+5948,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1048;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_306,蚌,U+868C,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1898;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_307,粲,U+7CB2,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5429;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_308,愕,U+6115,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2773;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_309,劼,U+52BC,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3843;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_310,危,U+5371,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0499;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_311,桨,U+6868,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2017;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_312,渗,U+6E17,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2437;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_313,夯,U+592F,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0219;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_314,老,U+8001,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0360;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_315,笳,U+7B33,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4901;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_316,逝,U+901D,迷,U+8FF7,same_reviewed_structure,candidate_structure_label=左下包,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1803;candidate=8105_full_1647,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_317,酦,U+9166,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_7336;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_318,幅,U+5E45,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2648;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_319,闵,U+95F5,咸,U+54B8,same_reviewed_structure,candidate_structure_label=上三包,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3763;candidate=8105_full_1443,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_320,帼,U+5E3C,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4858;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_321,鼷,U+9F37,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_8099;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_322,桄,U+6844,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_6960;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_323,铂,U+94C2,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4537;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_324,巍,U+5DCD,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3481;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_325,仝,U+4EDD,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_6513;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_326,搀,U+6400,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2531;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_327,榕,U+6995,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3083;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_328,胖,U+80D6,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1596;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_329,巩,U+5DE9,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0361;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_330,枥,U+67A5,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3874;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_331,韪,U+97EA,迷,U+8FF7,same_reviewed_structure,candidate_structure_label=左下包,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5433;candidate=8105_full_1647,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_332,闫,U+95EB,咸,U+54B8,same_reviewed_structure,candidate_structure_label=上三包,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_6546;candidate=8105_full_1443,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_333,鲈,U+9C88,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5528;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_334,猞,U+731E,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4927;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_335,忤,U+5FE4,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3786;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_336,狃,U+72C3,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_6608;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_337,观,U+89C2,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0586;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_338,尴,U+5C34,迷,U+8FF7,same_reviewed_structure,candidate_structure_label=左下包,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2883;candidate=8105_full_1647,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_339,得,U+5F97,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2341;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_340,挺,U+633A,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1382;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_341,芸,U+82B8,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3661;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_342,俗,U+4FD7,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1568;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_343,赑,U+8D51,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_7370;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_344,嗝,U+55DD,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5445;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_345,呤,U+5464,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3915;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_346,多,U+591A,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0507;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_347,胃,U+80C3,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1494;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_348,檐,U+6A90,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3395;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_349,像,U+50CF,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2961;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_350,姝,U+59DD,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4385;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_351,胤,U+80E4,木,U+6728,same_reviewed_structure,candidate_structure_label=镶嵌,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4302;candidate=8105_full_0087,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_352,萎,U+840E,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2206;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_353,龃,U+9F83,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5426;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_354,崛,U+5D1B,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2300;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_355,官,U+5B98,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1281;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_356,蝙,U+8759,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3251;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_357,埽,U+57FD,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4742;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_358,哦,U+54E6,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1908;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_359,男,U+7537,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_0733;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_360,伉,U+4F09,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3609;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_361,凳,U+51F3,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3186;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_362,筏,U+7B4F,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_2686;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_363,柿,U+67FF,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1436;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_364,倒,U+5012,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1960;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_365,噔,U+5654,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_5937;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_366,觉,U+89C9,冥,U+51A5,same_reviewed_structure,candidate_structure_label=上中下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1694;candidate=8105_full_2121,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_367,赞,U+8D5E,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3355;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_368,翅,U+7FC5,迷,U+8FF7,same_reviewed_structure,candidate_structure_label=左下包,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_1859;candidate=8105_full_1647,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_369,弈,U+5F08,秀,U+79C0,same_reviewed_structure,candidate_structure_label=上下,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_4305;candidate=8105_full_0765,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
P1_EXT_370,呒,U+5452,瑕,U+7455,same_reviewed_structure,candidate_structure_label=左右,struct,review_packets/8105_full/8105_full_no_legacy_standardizer.csv,query=8105_full_3699;candidate=8105_full_5345,standard_derived,PASS_FROM_P0_MANIFEST,,,,,,BLINDED_TO_PRIOR_APPROVALS; VERIFY_FROM_SOURCE_AND_RECORD_POSITIVE_NEGATIVE_OR_EXCLUDE
