sample_id,char,unicode,review_prior,review_queue,source_gap_failure_codes,dictionary_context_class,dictionary_source_count,dictionary_source_ids,kangxi_preview,zhonghua_dazidian_preview,source_grade,human_review_status,human_structure_label,human_decomposition,human_evidence_source,human_review_notes
review_prior_low_medium:029,䌭,U+432D,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【廣韻】卽消切【集韻】兹消切，𠀤音焦。生枲。【類篇】布屬。或作𦅃，舊闕，今增。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:030,䎵,U+43B5,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【集韻】兵媚切，音祕。【揚子·方言】山之東西自愧曰恧，趙魏之閒謂之䎵。 又【集韻】莫筆切，音密。義同。<hr>考證：〔【揚子·方言】秦晉之閒言心內慙矣，趙魏之閒謂之䎵。〕 謹按所引非本書文義，謹照原文改山之東西自愧曰恧，趙魏之閒謂之䎵。,1、䎵讀音：兵媚切，音祕，寘韻。莫筆切，音密，質韻。釋文：愧恧也。《方言》：山之東西。自愧曰恧。趙魏之間謂之～。 2、䀣讀音：兵媚切，音祕，寘韻。莫筆切，音密，質韻。釋文： ❶直視也。見《說文》。 ❷慙也。見《廣雅釋詁》。 〔按方言。山之東西自愧曰恧。趙魏之間謂之～〕。 3、䀣讀音：莫八切，黠韻。釋文：惡視也。見《廣,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:031,䐪,U+442A,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low_medium:032,䒥,U+44A5,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【字彙補】母官切，音瞞。相當也。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:033,䔪,U+452A,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【集韻】所兩切，音爽。艸名。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:034,䖯,U+45AF,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【韻會】蛙本字。註見蛙。 又【集韻】苦圭切，音奎。蠆也。 又通奎。【史記·律書】北至于奎。【徐廣註】奎一作䖯。,1、䖯讀音：烏蝸切，音哇，佳韻。苦圭切，音奎，齊韻。釋文： ❶鱽也。見《說文》。 ❷通奎。《史記律書》：北至於奎。奎者、主毒螫殺萬物也。 〔注〕：徐廣曰。奎、一作～。 ❸同䵷。見《韻會》。 2、奎讀音：傾畦切，音暌，齊韻。釋文： ❶兩髀之間。从大。圭聲。見《說文》。《段注》：兩髀之間。人身寬闊處。故从大。 ❷星名。二,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:035,䘾,U+463E,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【唐韻】古滿切【集韻】古緩切，𠀤音管。【玉篇】袴襱也。【博雅】𧝱謂之絝，其䘾謂之袑。 又【廣韻】古玩切，音貫。袴別名。 又【類篇】苦緩切，音款。攏也。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:036,䚵,U+46B5,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【玉篇】【集韻】𠀤他口切，偸上聲。誘也。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:037,䜻,U+473B,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【類篇】同豉。,1、䜻釋文：同禽。見《集韻》。 2、豉讀音：芻數切，音菆，昌句切，遇韻。釋文： ❶勇也。見《廣雅釋詁》。 ❷爲也。見《玉篇》。 3、豉讀音：是義切，音䊓，寘韻。釋文： ❶禽俗字。見《說文尗部》。 〔按說文、禽。配鹽幽尗也〕。 ❷嗜也。五味調和。須之而成。乃可甘嗜也。故齊人謂～聲如嗜也。見《釋名釋飮食》。 ❸蟲名。《葛,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:038,䞹,U+47B9,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【篇海】胡光切，音皇。走貌。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:039,䠰,U+4830,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【廣韻】巨員切【集韻】逵員切，𠀤音權。曲脊行也。【類篇】踡，或从雚作䠰。,1、䠰讀音：逵員切，音權，先韻。釋文： ❶曲也。脊行也。見《廣韻》。 ❷踡或字。《集韻》：踡。踡跼。不伸也。或从雚。 2、踡讀音：逵員切，音權，先韻。釋文： ❶傴僂也。《楚辭憫上》：～跼兮寒風數。 ❷～跼。不伸也。見《玉篇》。,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:040,䢥,U+48A5,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【五音集韻】以絹切，音掾。相顧而行也。亦作𨕐。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:041,䤚,U+491A,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【集韻】與李同。木名。,1、䤚釋文：同李。木名。見《康熙字典引集韻》。 〔按集韻無此字。李下亦不作同～〕。 2、李讀音：兩耳切，音里，紙韻。釋文： ❶～果也。見《說文》。 〔按～爲果木之屬。樹高丈許。春季著花。與桃同時。色白形小。承以長花梗。每三花一叢。花落始生葉。結核果。品種甚多。有嘉慶～。赤～。接慮～等。竝可食〕。 ❷驛也。見《廣雅釋,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:042,䦲,U+49B2,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【唐韻】【集韻】𠀤余廉切，音鹽。【說文】䦲謂之樀。樀，廟門也。【玉篇】語林云：大夫向䦲而立。【集韻】通作檐。 又【集韻】丘檢切，音顩。門屋。 又【廣韻】【集韻】𠀤昌豔切，音襜。【廣韻】闚䦲。【集韻】視貌。 又【集韻】去劒切，音欠。小開戸也。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:043,䨽,U+4A3D,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【唐韻】非尾切【集韻】府尾切，𠀤音匪。【說文】別也。从非已聲。 又【廣韻】敷尾切【集韻】妃尾切，𠀤音斐。鳥名。山梟也。 又【類篇】別也。 又【廣韻】平祕切，音備。鳥如梟。【集韻】書作𩇯。 又【集韻】攀悲切，音丕。義同。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:044,䪷,U+4AB7,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【廣韻】呼漏切【集韻】許𠋫切，𠀤音吼。【玉篇】勤也。 又【集韻】䪷顬，老稱也。 又【集韻】居𠋫切，音姤。䪷䪷，勤力也。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:045,䬱,U+4B31,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【集韻】部本切，音獖。粗食。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:046,䮧,U+4BA7,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【唐韻】【集韻】𠀤侯旰切，音翰。【玉篇】馬毛長。 又【廣韻】胡安切【集韻】【韻會】【正韻】河干切，𠀤音寒。【廣韻】䮂䮧，蕃中大馬。 又【說文】雉肥䮧音者，魯郊以丹雉祝曰：以斯䮧音赤羽，去魯侯之咎。 又叶魚先切，彥平聲。【蘇軾·書韓幹牧馬圖】白魚赤兔騂皇䮧，龍顱鳳頸獰且𤜵。《說文》䮧，馬毛長也。鶾，雉肥鶾音者也。,1、䮧讀音：侯旰切，音翰，翰韻。釋文：馬毛長者也。見《說文》。《段注》：謂馬毛長者名～也。多借翰字爲之。翰行而～廢。矣 2、䮧讀音：河干切，音寒，寒韻。釋文：愜～。蕃中大馬〕。見《廣韻》。,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:047,䰥,U+4C25,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【廣韻】雨逼切【集韻】越逼切，𠀤音域。小兒鬼。 又【廣韻】胡國切【集韻】穫北切，𠀤音或。鬼䰥旋風。【類篇】一說鬼因風伺人。,1、䰥讀音：穫北切，音或，職韻。釋文： ❶鬼因風伺人也。見《集韻》。 ❷鬼～。回風。見《集韻》。 2、䰥讀音：越逼切，音域，職韻。釋文：鬼名。見《類篇》。 3、魊讀音：越逼切，音域，職韻。釋文： ❶小兒鬼。見《廣韻》。 ❷鬼名。見《集韻》。 ❸短狐。狀如龜。含沙噀人。見《玉篇》。 ❹䰥或字。《集韻》：䰥。鬼因風伺人也。,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:048,䲯,U+4CAF,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【廣韻】其立切【集韻】極入切，𠀤音及。【廣韻】䲯，鳩鳥。【集韻】鷑鳩，小鳥。【字彙】與𩾶字文同而音釋異。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:049,䴶,U+4D36,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【集韻】蒲蒙切，音蓬。【類篇】煑麴也。 又與䵄同。熬煎之麥曰䴶。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low_medium:050,䶴,U+4DB4,review_prior_low_medium,agent_standard_rule_learning_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_dual_source,2,nlp_han_dicts_kangxi_4w;nlp_han_dicts_zhonghua_dazidian,【廣韻】昌垂切【集韻】姝爲切，𠀤同吹。【玉篇】樂人以䶴管中氣。今作吹。 又【廣韻】【集韻】【韻會】𠀤尺僞切，音近翠。義同。,1、䶴讀音：姝爲切，音吹，支韻。尺僞切，音趍，寘韻。釋文：本作豉。《說文》：豉。～音律管壎之樂也。《段注》：以人氣作音曰吹。 〔按玉篇云。樂人以吹管中氣。今作吹〕。 2、吹讀音：姝爲切，音炊，支韻。釋文： ❶噓也。从口欠。見《說文》。《段注》：口欠則气出。 〔按玉篇引聲類。出氣急曰～〕。 ❷推也。《釋名釋樂器》：竹,cross_reference_dictionary_context,未审核,,,,
review_prior_low:001,𠀁,U+20001,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:002,𠏤,U+203E4,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【篇海類編】臭往切，讀若誆。載器也。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:003,𠘇,U+20607,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【字彙補】與𠘢同。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:004,𠤪,U+2092A,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【字彙補】與一同。【𨻰心叔字略】一作𠤪。【篇韻】又作𠤪。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:005,𠳎,U+20CCE,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【字彙補】詞子切，音似。【翻譯名義集】佛經𠳎多，此云獅子。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:006,𫪘,U+2BA98,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:007,𡌄,U+21304,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:008,𡗇,U+215C7,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:009,𭒭,U+2D4AD,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:010,𡰑,U+21C11,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【正字通】𠿕字之譌。見口部十三畫𠿕字註。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:011,𰎪,U+303AA,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:012,𫸓,U+2BE13,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:013,𢝚,U+2275A,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:014,𫻪,U+2BEEA,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:015,𫼬,U+2BF2C,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:016,𱡩,U+31869,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:017,𬁱,U+2C071,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:018,𪳭,U+2ACED,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:019,𣨳,U+23A33,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【字彙】胡降切，音巷。死腐。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:020,𣹺,U+23E7A,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【韻會】同涎。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:021,𰛣,U+306E3,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:022,𬉽,U+2C27D,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:023,𭷩,U+2DDE9,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:024,𭹋,U+2DE4B,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:025,𤷭,U+24DED,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:026,𥅩,U+25169,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【正字通】眓字之譌。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:027,𥕷,U+25577,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【正字通】俗礝字。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:028,𥡷,U+25877,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:029,𥰆,U+25C06,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:030,𬖮,U+2C5AE,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:031,𦉜,U+2625C,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:032,𰭷,U+30B77,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:033,𮍭,U+2E36D,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:034,𦺱,U+26EB1,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【唐韻】卽移切，音貲。【玉篇】𦺱菜，生水中。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:035,𮒿,U+2E4BF,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:036,𫊹,U+2B2B9,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:037,𧡱,U+27871,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:038,𲂔,U+32094,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:039,𫎶,U+2B3B6,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:040,𨍀,U+28340,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【五音篇海】與輊同。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:041,𲅞,U+3215E,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:042,𨩜,U+28A5C,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:043,𨳾,U+28CFE,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【玉篇】古文祐字。註詳示部五畫。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:044,𩂂,U+29082,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【篇海】音忽。雷也。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:045,𩑽,U+2947D,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_single_source,1,nlp_han_dicts_kangxi_4w,【正字通】同頿，省。,,cross_reference_dictionary_context,未审核,,,,
review_prior_low:046,𲋟,U+322DF,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:047,𩯽,U+29BFD,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:048,𱈚,U+3121A,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:049,𮭹,U+2EB79,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
review_prior_low:050,𲎯,U+323AF,review_prior_low,agent_standard_extension_review_candidate,MISSING_DECOMPOSITION_COMPONENTS;MISSING_STRUCTURE,dictionary_context_gap,0,,,,dictionary_context_gap,未审核,,,,
